distance_km,duration_minutes,pace,average_cadence,average_heartrate,cluster
42.2,598.0,14.05,149.0,129.0,2
42.2,613.0,14.26,151.0,133.0,2
42.2,602.0,14.11,150.0,130.0,2
42.2,607.0,14.18,151.0,131.0,2
42.2,600.0,14.08,150.0,130.0,2
42.2,700.0,16.39,150.0,130.0,9
42.2,690.0,16.19,148.0,129.0,9
42.2,720.0,16.59,152.0,132.0,9
42.2,710.0,16.33,151.0,131.0,9
42.2,705.0,16.34,150.0,129.0,9
42.2,680.0,16.02,149.0,128.0,9
42.2,695.0,16.21,152.0,130.0,9
42.2,705.0,16.34,151.0,131.0,9
42.2,690.0,16.14,149.0,129.0,9
42.2,715.0,16.48,153.0,132.0,9
42.2,725.0,17.04,154.0,133.0,9
42.2,700.0,16.3,150.0,130.0,9
42.2,690.0,16.14,149.0,129.0,9
42.2,710.0,16.43,152.0,131.0,9
42.2,695.0,16.21,151.0,130.0,9
42.2,705.0,16.34,150.0,129.0,9
42.2,715.0,16.48,153.0,132.0,9
42.2,680.0,16.02,148.0,128.0,9
42.2,720.0,16.59,154.0,133.0,9
42.2,695.0,16.21,151.0,130.0,9
42.2,708.0,16.39,150.0,129.0,9
42.2,695.0,16.21,150.0,130.0,9
42.2,690.0,16.14,149.0,128.0,9
42.2,705.0,16.34,152.0,131.0,9
42.2,690.0,16.14,149.0,129.0,9
42.2,715.0,16.48,153.0,132.0,9
42.2,540.0,12.46,150.0,135.0,4
42.2,555.0,13.05,152.0,137.0,2
42.2,560.0,13.11,149.0,134.0,2
42.2,550.0,12.57,151.0,136.0,2
42.2,565.0,13.19,148.0,133.0,2
42.2,560.0,13.11,147.0,132.0,2
42.2,570.0,14.13,150.0,134.0,2
42.2,545.0,13.34,153.0,138.0,4
42.2,580.0,14.28,149.0,132.0,2
42.2,535.0,13.21,154.0,139.0,4
42.2,555.0,13.05,152.0,137.0,2
42.2,565.0,13.19,149.0,134.0,2
42.2,540.0,12.46,150.0,136.0,4
42.2,575.0,14.2,148.0,133.0,2
42.2,560.0,13.11,151.0,137.0,2
42.2,565.0,13.19,147.0,132.0,2
42.2,545.0,13.34,152.0,138.0,4
42.2,570.0,14.13,149.0,134.0,2
42.2,550.0,12.57,150.0,135.0,2
42.2,560.0,13.11,154.0,138.0,2
42.2,565.0,13.19,147.0,134.0,2
42.2,555.0,13.05,152.0,137.0,2
42.2,540.0,12.46,150.0,135.0,4
42.2,575.0,14.2,149.0,132.0,2
42.2,565.0,13.19,148.0,134.0,2
42.2,560.0,13.11,151.0,136.0,2
42.2,550.0,12.57,153.0,137.0,2
42.2,630.0,14.53,150.0,125.0,2
42.2,658.0,15.31,148.0,124.0,9
42.2,603.0,14.12,152.0,126.0,2
42.2,640.0,15.04,149.0,127.0,2
42.2,615.0,14.28,151.0,125.0,2
42.2,645.0,15.11,147.0,124.0,2
42.2,610.0,14.22,150.0,125.0,2
42.2,635.0,14.56,149.0,126.0,2
42.2,620.0,14.36,150.0,124.0,2
42.2,640.0,15.04,149.0,125.0,2
42.2,615.0,14.28,152.0,124.0,2
42.2,625.0,14.43,151.0,125.0,2
42.2,610.0,14.22,150.0,124.0,2
42.2,640.0,15.04,147.0,125.0,2
42.2,600.0,14.09,153.0,126.0,2
42.2,638.0,15.02,149.0,124.0,2
42.2,625.0,14.43,151.0,125.0,2
42.2,605.0,14.15,152.0,124.0,2
42.2,668.0,15.44,146.0,123.0,9
42.2,615.0,14.28,150.0,125.0,2
42.2,652.0,15.22,147.0,124.0,9
42.2,620.0,14.36,150.0,124.0,2
42.2,640.0,15.04,149.0,125.0,2
42.2,615.0,14.28,151.0,124.0,2
42.2,645.0,15.11,147.0,124.0,2
42.2,635.0,14.56,149.0,125.0,2
42.2,600.0,14.09,153.0,126.0,2
50.0,720.0,14.24,140.0,125.0,9
50.0,695.0,13.57,138.0,122.0,9
50.0,730.0,14.36,142.0,127.0,9
50.0,710.0,14.12,139.0,124.0,9
50.0,695.0,13.57,138.0,122.0,9
50.0,735.0,14.42,143.0,128.0,9
50.0,680.0,13.36,137.0,121.0,9
50.0,750.0,15.0,144.0,129.0,9
50.0,705.0,14.06,139.0,123.0,9
50.0,690.0,13.48,138.0,122.0,9
50.0,715.0,14.18,140.0,124.0,9
50.0,700.0,14.0,137.0,121.0,9
50.0,725.0,14.3,142.0,127.0,9
50.0,685.0,13.42,137.0,120.0,9
50.0,695.0,13.57,138.0,122.0,9
50.0,720.0,14.24,140.0,125.0,9
50.0,695.0,13.57,138.0,122.0,9
50.0,700.0,14.0,137.0,121.0,9
50.0,715.0,14.18,140.0,124.0,9
50.0,695.0,13.57,138.0,122.0,9
50.0,680.0,13.36,137.0,120.0,9
50.0,725.0,14.3,142.0,127.0,9
50.0,690.0,13.48,138.0,122.0,9
50.0,710.0,14.12,139.0,124.0,9
50.0,705.0,14.06,139.0,123.0,9
50.0,695.0,13.57,138.0,122.0,9
50.0,700.0,1.24,150.0,130.0,9
50.0,720.0,1.26,152.0,128.0,9
50.0,680.0,1.21,149.0,132.0,9
50.0,715.0,1.25,151.0,131.0,9
50.0,690.0,1.22,150.0,129.0,9
50.0,710.0,1.25,152.0,130.0,9
50.0,695.0,1.23,149.0,128.0,9
50.0,705.0,1.24,150.0,129.0,9
50.0,680.0,1.21,148.0,127.0,9
50.0,700.0,1.24,150.0,130.0,9
50.0,695.0,1.23,149.0,129.0,9
50.0,725.0,1.27,153.0,131.0,9
50.0,690.0,1.22,150.0,129.0,9
50.0,710.0,1.25,151.0,130.0,9
50.0,685.0,1.22,149.0,128.0,9
50.0,700.0,1.24,150.0,130.0,9
50.0,680.0,1.21,148.0,127.0,9
50.0,715.0,1.25,151.0,131.0,9
50.0,695.0,1.23,149.0,129.0,9
50.0,700.0,1.24,150.0,130.0,9
50.0,680.0,1.21,148.0,127.0,9
50.0,705.0,1.24,150.0,129.0,9
50.0,690.0,1.22,149.0,128.0,9
50.0,715.0,1.25,151.0,130.0,9
50.0,685.0,1.22,149.0,128.0,9
50.0,700.0,1.24,150.0,130.0,9
50.0,600.0,12.0,150.0,110.0,2
50.0,620.0,12.24,152.0,112.0,2
50.0,610.0,12.12,149.0,109.0,2
50.0,615.0,12.18,151.0,111.0,2
50.0,605.0,12.06,150.0,110.0,2
50.0,595.0,11.54,149.0,108.0,2
50.0,625.0,12.3,152.0,113.0,2
50.0,605.0,12.06,150.0,109.0,2
50.0,590.0,11.48,148.0,107.0,2
50.0,600.0,12.0,150.0,110.0,2
50.0,585.0,11.42,147.0,106.0,2
50.0,620.0,12.24,152.0,112.0,2
50.0,615.0,12.18,151.0,111.0,2
50.0,595.0,11.54,149.0,108.0,2
50.0,610.0,12.12,150.0,109.0,2
50.0,605.0,12.06,150.0,110.0,2
50.0,600.0,12.0,150.0,109.0,2
50.0,595.0,11.54,149.0,108.0,2
50.0,620.0,12.24,152.0,112.0,2
50.0,610.0,12.12,150.0,109.0,2
50.0,600.0,12.0,150.0,109.0,2
50.0,605.0,12.06,150.0,110.0,2
50.0,615.0,12.18,151.0,111.0,2
50.0,595.0,11.54,149.0,107.0,2
50.0,620.0,12.24,152.0,112.0,2
50.0,600.0,12.0,150.0,109.0,2
50.0,660.0,13.12,130.0,125.0,9
50.0,655.0,13.03,128.0,124.0,9
50.0,670.0,13.24,132.0,126.0,9
50.0,685.0,13.42,129.0,125.0,9
50.0,640.0,12.48,131.0,124.0,2
50.0,675.0,13.3,127.0,123.0,9
50.0,690.0,13.48,130.0,125.0,9
50.0,675.0,13.3,128.0,124.0,9
50.0,660.0,13.12,129.0,125.0,9
50.0,640.0,12.48,130.0,124.0,2
50.0,680.0,13.36,127.0,126.0,9
50.0,665.0,13.18,129.0,125.0,9
50.0,675.0,13.3,131.0,124.0,9
50.0,690.0,13.48,130.0,125.0,9
50.0,640.0,12.48,128.0,124.0,2
50.0,675.0,13.3,130.0,125.0,9
50.0,665.0,13.18,129.0,124.0,9
50.0,670.0,13.24,127.0,124.0,9
50.0,685.0,13.42,130.0,125.0,9
50.0,660.0,13.12,129.0,125.0,9
50.0,640.0,12.48,131.0,124.0,2
50.0,675.0,13.3,127.0,124.0,9
50.0,690.0,13.48,130.0,125.0,9
50.0,640.0,12.48,128.0,124.0,2
50.0,675.0,13.3,129.0,125.0,9
50.0,665.0,13.18,130.0,124.0,9
50.0,690.0,13.48,160.0,125.0,9
50.0,705.0,14.06,157.0,124.0,9
50.0,680.0,13.36,162.0,126.0,9
50.0,720.0,14.24,155.0,124.0,9
50.0,700.0,14.0,159.0,125.0,9
50.0,715.0,14.18,154.0,124.0,9
50.0,705.0,14.06,157.0,125.0,9
50.0,695.0,13.54,160.0,126.0,9
50.0,680.0,13.36,162.0,125.0,9
50.0,690.0,13.48,160.0,125.0,9
50.0,715.0,14.18,154.0,124.0,9
50.0,690.0,13.48,160.0,125.0,9
50.0,695.0,13.54,160.0,125.0,9
50.0,705.0,14.06,157.0,124.0,9
50.0,695.0,13.54,160.0,125.0,9
50.0,680.0,13.36,162.0,126.0,9
50.0,700.0,14.0,159.0,125.0,9
50.0,725.0,14.3,152.0,123.0,9
50.0,690.0,13.48,160.0,125.0,9
50.0,695.0,13.54,160.0,124.0,9
50.0,690.0,13.48,160.0,125.0,9
50.0,700.0,14.0,159.0,125.0,9
50.0,695.0,13.54,160.0,124.0,9
50.0,680.0,13.36,162.0,126.0,9
50.0,705.0,14.06,157.0,124.0,9
50.0,690.0,13.48,160.0,125.0,9
5.0,32.75,6.31,150.0,130.0,7
5.0,33.1,6.37,152.0,132.0,7
5.0,31.85,6.21,149.0,128.0,7
5.0,33.2,6.37,151.0,131.0,7
5.0,32.5,6.3,150.0,129.0,7
5.0,33.45,6.4,152.0,133.0,7
5.0,32.8,6.32,149.0,130.0,7
5.0,32.6,6.29,150.0,132.0,7
5.0,33.0,6.36,151.0,131.0,7
5.0,33.3,6.39,153.0,134.0,7
5.0,32.9,6.34,150.0,129.0,7
5.0,32.7,6.31,149.0,128.0,7
5.0,33.2,6.37,152.0,132.0,7
5.0,32.6,6.29,150.0,130.0,7
5.0,33.0,6.36,152.0,132.0,7
5.0,33.05,6.36,151.0,131.0,7
5.0,32.85,6.33,150.0,130.0,7
5.0,33.1,6.37,152.0,132.0,7
5.0,32.95,6.34,150.0,129.0,7
5.0,33.25,6.39,153.0,134.0,7
5.0,33.0,6.36,151.0,131.0,7
5.0,32.8,6.32,149.0,129.0,7
5.0,33.4,6.4,152.0,133.0,7
5.0,33.05,6.36,151.0,132.0,7
5.0,32.7,6.31,149.0,130.0,7
5.0,33.15,6.37,152.0,132.0,7
5.0,32.95,6.34,150.0,130.0,7
5.0,33.2,6.37,151.0,131.0,7
5.0,33.0,6.36,150.0,129.0,7
5.0,35.0,7.0,140.0,135.0,7
5.0,36.2,7.14,138.0,137.0,7
5.0,34.8,6.56,142.0,136.0,7
5.0,35.5,7.06,137.0,134.0,7
5.0,36.0,7.12,139.0,136.0,7
5.0,35.7,7.08,141.0,135.0,7
5.0,34.9,6.57,143.0,137.0,7
5.0,36.5,7.18,136.0,134.0,7
5.0,36.0,7.12,138.0,135.0,7
5.0,35.2,7.02,140.0,136.0,7
5.0,34.5,6.54,142.0,137.0,7
5.0,35.8,7.09,137.0,134.0,7
5.0,36.4,7.16,135.0,133.0,7
5.0,35.6,7.06,138.0,135.0,7
5.0,36.1,7.12,137.0,134.0,7
5.0,34.8,6.56,142.0,136.0,7
5.0,35.9,7.1,138.0,135.0,7
5.0,36.3,7.14,134.0,132.0,7
5.0,34.7,6.55,142.0,137.0,7
5.0,35.4,7.04,139.0,134.0,7
5.0,36.0,7.12,137.0,133.0,7
5.0,35.0,7.0,140.0,135.0,7
5.0,36.2,7.14,138.0,137.0,7
5.0,34.9,6.57,142.0,136.0,7
5.0,35.7,7.08,137.0,134.0,7
5.0,36.5,7.18,135.0,132.0,7
5.0,35.4,7.04,139.0,134.0,7
5.0,36.1,7.12,137.0,134.0,7
5.0,34.8,6.56,142.0,136.0,7
5.0,40.5,8.06,150.0,125.0,7
5.0,41.0,8.12,148.0,126.0,7
5.0,39.8,6.52,152.0,123.0,7
5.0,42.2,8.24,148.0,127.0,1
5.0,40.0,8.0,151.0,124.0,7
5.0,41.7,8.19,147.0,125.0,1
5.0,39.3,6.34,153.0,122.0,7
5.0,42.0,8.24,149.0,126.0,1
5.0,40.2,6.44,154.0,124.0,7
5.0,41.9,8.22,147.0,125.0,1
5.0,43.0,8.36,146.0,124.0,1
5.0,39.9,6.39,154.0,122.0,7
5.0,40.7,6.5,152.0,125.0,7
5.0,42.4,8.27,148.0,126.0,1
5.0,40.6,6.48,153.0,124.0,7
5.0,42.1,8.24,149.0,125.0,1
5.0,40.3,6.46,154.0,123.0,7
5.0,41.5,8.17,147.0,124.0,1
5.0,39.7,6.39,155.0,122.0,7
5.0,41.8,8.2,148.0,125.0,1
5.0,40.8,6.5,152.0,124.0,7
5.0,42.3,8.26,149.0,126.0,1
5.0,39.6,6.38,156.0,122.0,7
5.0,41.2,8.13,147.0,124.0,1
5.0,40.4,6.46,154.0,123.0,7
5.0,41.6,8.18,146.0,125.0,1
5.0,39.4,6.36,157.0,121.0,7
5.0,42.0,8.24,148.0,126.0,1
5.0,40.0,8.0,155.0,130.0,7
5.0,42.5,8.3,152.0,132.0,7
5.0,39.5,7.54,157.0,128.0,7
5.0,41.0,8.12,154.0,131.0,7
5.0,43.0,8.36,150.0,134.0,1
5.0,39.0,7.48,158.0,127.0,7
5.0,41.8,8.21,153.0,129.0,7
5.0,40.5,8.06,156.0,130.0,7
5.0,42.0,8.24,152.0,132.0,7
5.0,40.8,8.09,155.0,129.0,7
5.0,43.2,8.38,149.0,135.0,1
5.0,39.8,7.57,157.0,128.0,7
5.0,41.2,8.14,154.0,130.0,7
5.0,40.2,8.02,156.0,129.0,7
5.0,43.5,8.42,148.0,136.0,1
5.0,40.9,8.11,155.0,130.0,7
5.0,42.4,8.29,152.0,132.0,7
5.0,39.7,7.56,157.0,128.0,7
5.0,41.5,8.18,154.0,129.0,7
5.0,42.7,8.32,151.0,133.0,7
5.0,40.3,8.04,156.0,130.0,7
5.0,43.1,8.37,149.0,135.0,1
5.0,40.1,8.01,157.0,129.0,7
5.0,45.0,9.0,140.0,110.0,1
5.0,47.0,9.24,138.0,112.0,1
5.0,44.5,8.54,142.0,109.0,1
5.0,46.2,9.14,137.0,111.0,1
5.0,43.8,8.45,143.0,108.0,1
5.0,45.5,9.06,139.0,112.0,1
5.0,44.0,8.48,144.0,109.0,1
5.0,46.0,9.12,136.0,110.0,1
5.0,45.2,9.02,138.0,111.0,1
5.0,44.8,8.57,140.0,109.0,1
5.0,47.2,9.26,137.0,113.0,1
5.0,45.7,9.08,139.0,112.0,1
5.0,44.3,8.51,142.0,110.0,1
5.0,45.3,9.04,138.0,111.0,1
5.0,46.6,9.18,136.0,113.0,1
5.0,44.9,8.57,141.0,109.0,1
5.0,45.0,9.0,140.0,110.0,1
5.0,43.5,8.42,144.0,108.0,1
5.0,45.1,9.01,139.0,110.0,1
5.0,46.3,9.15,137.0,112.0,1
5.0,44.2,8.5,142.0,109.0,1
5.0,45.6,9.07,138.0,111.0,1
5.0,44.4,8.53,143.0,109.0,1
5.0,45.8,9.09,137.0,110.0,1
5.0,46.5,9.18,136.0,113.0,1
5.0,44.7,8.56,141.0,109.0,1
5.0,45.2,9.02,138.0,110.0,1
10.0,150.3,15.03,150.0,125.0,5
10.0,152.7,15.15,148.0,124.0,5
10.0,149.5,14.58,152.0,126.0,5
10.0,151.0,15.06,149.0,124.0,5
10.0,153.2,15.2,147.0,123.0,5
10.0,148.9,14.54,154.0,127.0,5
10.0,150.8,15.05,151.0,125.0,5
10.0,152.2,15.13,149.0,124.0,5
10.0,149.8,14.58,152.0,126.0,5
10.0,151.5,15.09,150.0,125.0,5
10.0,153.7,15.24,146.0,122.0,5
10.0,150.1,15.0,153.0,127.0,5
10.0,152.4,15.14,148.0,124.0,5
10.0,150.7,15.04,151.0,125.0,5
10.0,151.8,15.11,149.0,124.0,5
10.0,149.2,14.55,154.0,128.0,5
10.0,152.0,15.12,147.0,122.0,5
10.0,150.9,15.06,150.0,125.0,5
10.0,150.5,15.03,152.0,126.0,5
10.0,151.2,15.07,149.0,124.0,5
10.0,153.4,15.22,146.0,121.0,5
10.0,149.7,14.58,153.0,127.0,5
10.0,152.9,15.16,147.0,122.0,5
10.0,150.2,15.01,154.0,128.0,5
10.0,151.6,15.09,149.0,124.0,5
10.0,149.9,14.59,153.0,127.0,5
10.0,150.9,15.06,150.0,125.0,5
10.0,152.1,15.12,148.0,123.0,5
10.0,125.0,12.3,150.0,100.0,5
10.0,127.0,12.42,152.0,98.0,5
10.0,123.5,12.2,149.0,102.0,5
10.0,128.5,12.5,151.0,97.0,5
10.0,124.2,12.25,150.0,99.0,5
10.0,126.8,12.4,152.0,101.0,5
10.0,124.5,12.27,150.0,100.0,5
10.0,125.3,12.31,151.0,99.0,5
10.0,127.2,12.43,153.0,98.0,5
10.0,123.8,12.22,149.0,102.0,5
10.0,125.6,12.34,150.0,100.0,5
10.0,124.9,12.29,150.0,101.0,5
10.0,126.5,12.37,152.0,98.0,5
10.0,124.2,12.25,149.0,100.0,5
10.0,125.4,12.32,151.0,99.0,5
10.0,124.8,12.29,150.0,100.0,5
10.0,125.7,12.34,152.0,99.0,5
10.0,124.3,12.26,149.0,101.0,5
10.0,126.0,12.36,152.0,98.0,5
10.0,124.0,12.24,149.0,102.0,5
10.0,125.2,12.33,151.0,100.0,5
10.0,124.7,12.29,150.0,101.0,5
10.0,125.5,12.35,152.0,99.0,5
10.0,124.1,12.23,149.0,102.0,5
10.0,125.8,12.36,153.0,97.0,5
10.0,124.6,12.27,150.0,100.0,5
10.0,125.1,12.32,151.0,99.0,5
10.0,70.0,7.0,140.0,125.0,1
10.0,72.5,7.15,138.0,127.0,1
10.0,69.8,6.58,142.0,124.0,1
10.0,71.2,7.07,139.0,126.0,1
10.0,68.9,6.53,143.0,124.0,1
10.0,73.0,7.18,137.0,128.0,1
10.0,70.3,7.01,140.0,125.0,1
10.0,71.8,7.1,138.0,127.0,1
10.0,69.5,6.57,142.0,124.0,1
10.0,72.0,7.12,137.0,126.0,1
10.0,70.8,7.04,140.0,125.0,1
10.0,69.3,6.55,143.0,124.0,1
10.0,71.5,7.09,138.0,127.0,1
10.0,70.2,7.01,141.0,125.0,1
10.0,72.3,7.13,137.0,128.0,1
10.0,69.6,6.57,142.0,124.0,1
10.0,71.0,7.06,139.0,126.0,1
10.0,70.5,7.03,140.0,125.0,1
10.0,68.7,6.52,143.0,124.0,1
10.0,72.7,7.16,137.0,128.0,1
10.0,69.4,6.56,142.0,124.0,1
10.0,70.9,7.05,140.0,125.0,1
10.0,71.7,7.1,138.0,127.0,1
10.0,70.1,7.0,141.0,125.0,1
10.0,73.2,7.19,137.0,129.0,1
10.0,68.4,6.5,143.0,124.0,1
10.0,71.9,7.11,138.0,127.0,1
10.0,65.8,6.34,150.0,125.0,1
10.0,70.1,7.01,148.0,128.0,1
10.0,68.5,6.5,152.0,127.0,1
10.0,66.2,6.37,149.0,124.0,1
10.0,67.4,6.44,151.0,126.0,1
10.0,69.3,6.55,147.0,129.0,1
10.0,64.8,6.28,153.0,123.0,1
10.0,66.7,6.4,150.0,125.0,1
10.0,70.5,7.03,146.0,130.0,1
10.0,65.2,6.31,152.0,124.0,1
10.0,67.9,6.47,149.0,127.0,1
10.0,66.1,6.36,151.0,125.0,1
10.0,69.7,6.57,147.0,129.0,1
10.0,64.9,6.29,154.0,123.0,1
10.0,66.5,6.39,150.0,124.0,1
10.0,67.3,6.43,149.0,126.0,1
10.0,68.9,6.53,148.0,128.0,1
10.0,66.8,6.4,150.0,125.0,1
10.0,69.0,6.53,146.0,130.0,1
10.0,64.5,6.26,155.0,122.0,1
10.0,66.3,6.37,151.0,124.0,1
10.0,67.0,6.42,149.0,126.0,1
10.0,69.2,6.54,147.0,129.0,1
10.0,65.6,6.33,154.0,123.0,1
10.0,66.0,6.36,150.0,124.0,1
10.0,67.5,6.45,148.0,127.0,1
10.0,66.9,6.41,150.0,125.0,1
10.0,68.2,6.48,147.0,128.0,1
10.0,70.5,7.03,150.0,125.0,1
10.0,72.3,7.12,152.0,127.0,1
10.0,69.8,6.57,148.0,124.0,1
10.0,71.2,7.05,151.0,126.0,1
10.0,73.1,7.16,154.0,128.0,1
10.0,70.2,6.58,149.0,124.0,1
10.0,74.0,7.21,155.0,130.0,1
10.0,69.0,6.51,147.0,122.0,1
10.0,71.9,7.09,153.0,125.0,1
10.0,68.7,6.5,146.0,121.0,1
10.0,69.8,6.57,148.0,124.0,1
10.0,72.0,7.09,152.0,127.0,1
10.0,69.5,6.55,147.0,123.0,1
10.0,71.0,7.03,149.0,125.0,1
10.0,70.8,7.03,150.0,125.0,1
10.0,73.4,7.18,153.0,126.0,1
10.0,68.5,6.48,145.0,120.0,1
10.0,70.1,6.58,148.0,124.0,1
10.0,69.9,6.57,147.0,123.0,1
10.0,72.2,7.11,154.0,127.0,1
10.0,70.0,6.59,149.0,124.0,1
10.0,71.5,7.06,152.0,126.0,1
10.0,70.4,6.59,148.0,124.0,1
10.0,69.7,6.56,147.0,123.0,1
10.0,73.0,7.16,154.0,127.0,1
10.0,70.3,6.59,149.0,124.0,1
10.0,69.4,6.54,146.0,122.0,1
10.0,70.6,7.02,149.0,124.0,1
10.0,72.1,7.09,151.0,125.0,1
21.1,180.0,8.29,150.0,135.0,5
21.1,185.2,8.44,148.0,137.0,5
21.1,182.5,8.34,149.0,136.0,5
21.1,179.8,8.27,152.0,134.0,5
21.1,183.7,8.38,151.0,135.0,5
21.1,180.5,8.3,149.0,136.0,5
21.1,178.9,8.25,150.0,134.0,5
21.1,182.0,8.34,147.0,138.0,5
21.1,179.0,8.26,150.0,136.0,5
21.1,181.3,8.32,152.0,135.0,5
21.1,184.5,8.4,148.0,137.0,5
21.1,177.4,8.21,151.0,133.0,5
21.1,180.8,8.3,149.0,134.0,5
21.1,179.4,8.26,150.0,135.0,5
21.1,182.9,8.35,147.0,136.0,5
21.1,180.3,8.29,148.0,134.0,5
21.1,184.0,8.39,146.0,137.0,5
21.1,177.8,8.22,152.0,132.0,5
21.1,181.0,8.32,149.0,135.0,5
21.1,178.7,8.25,151.0,133.0,5
21.1,183.2,8.37,147.0,137.0,5
21.1,179.9,8.27,150.0,134.0,5
21.1,182.3,8.34,149.0,136.0,5
21.1,180.7,8.3,148.0,135.0,5
21.1,177.3,8.21,152.0,132.0,5
21.1,183.0,8.37,147.0,137.0,5
21.1,180.1,8.29,149.0,134.0,5
21.1,290.0,13.43,150.0,125.0,6
21.1,300.0,14.09,148.0,127.0,6
21.1,285.0,13.25,152.0,124.0,6
21.1,300.0,14.09,147.0,126.0,6
21.1,310.0,14.36,149.0,125.0,6
21.1,295.0,13.54,151.0,124.0,6
21.1,285.0,13.25,153.0,122.0,6
21.1,310.0,14.36,146.0,128.0,6
21.1,295.0,13.54,150.0,124.0,6
21.1,290.0,13.4,149.0,125.0,6
21.1,305.0,14.23,147.0,126.0,6
21.1,288.0,13.34,148.0,127.0,6
21.1,290.0,13.4,150.0,126.0,6
21.1,285.0,13.25,152.0,124.0,6
21.1,290.0,13.4,149.0,125.0,6
21.1,300.0,14.09,146.0,124.0,6
21.1,293.0,13.49,147.0,125.0,6
21.1,302.0,14.15,148.0,123.0,6
21.1,288.0,13.34,151.0,124.0,6
21.1,295.0,13.54,149.0,125.0,6
21.1,286.0,13.3,152.0,124.0,6
21.1,297.0,14.0,146.0,126.0,6
21.1,292.0,13.48,150.0,125.0,6
21.1,291.0,13.44,151.0,124.0,6
21.1,297.0,14.0,147.0,125.0,6
21.1,289.0,13.38,149.0,124.0,6
21.1,310.0,14.36,146.0,127.0,6
21.1,300.0,14.12,155.0,125.0,6
21.1,310.0,14.36,150.0,122.0,6
21.1,295.0,13.54,152.0,124.0,6
21.1,310.5,14.38,148.0,120.0,6
21.1,290.0,13.39,157.0,127.0,6
21.1,305.0,14.22,154.0,123.0,6
21.1,312.0,14.4,149.0,121.0,6
21.1,298.0,14.5,151.0,124.0,6
21.1,298.5,14.53,154.0,125.0,6
21.1,305.5,15.12,149.0,123.0,6
21.1,299.0,14.53,151.0,124.0,6
21.1,283.0,14.05,156.0,126.0,6
21.1,317.0,15.5,147.0,119.0,6
21.1,312.0,14.4,148.0,120.0,6
21.1,301.0,14.58,154.0,122.0,6
21.1,308.0,15.21,150.0,120.0,6
21.1,291.0,14.29,156.0,125.0,6
21.1,305.0,15.12,149.0,124.0,6
21.1,297.0,14.48,152.0,123.0,6
21.1,283.0,14.05,157.0,127.0,6
21.1,310.0,14.36,150.0,122.0,6
21.1,290.0,13.39,158.0,128.0,6
21.1,297.0,14.48,153.0,124.0,6
21.1,305.0,15.12,147.0,119.0,6
21.1,319.0,15.53,146.0,118.0,6
21.1,285.0,14.12,157.0,126.0,6
21.1,297.0,14.48,154.0,123.0,6
21.1,195.0,9.13,150.0,110.0,0
21.1,198.0,9.2,148.0,112.0,0
21.1,200.0,9.25,152.0,109.0,0
21.1,192.0,9.35,149.0,111.0,0
21.1,197.0,9.17,151.0,113.0,0
21.1,199.0,9.21,150.0,112.0,0
21.1,196.0,9.14,149.0,110.0,0
21.1,193.0,9.06,152.0,109.0,0
21.1,194.0,9.41,147.0,111.0,0
21.1,193.0,9.38,149.0,110.0,0
21.1,200.0,9.25,148.0,112.0,0
21.1,196.0,9.14,150.0,113.0,0
21.1,197.0,9.17,151.0,111.0,0
21.1,199.0,9.22,150.0,112.0,0
21.1,194.0,9.41,147.0,109.0,0
21.1,195.0,9.43,146.0,110.0,0
21.1,192.0,9.35,150.0,111.0,0
21.1,196.0,9.14,149.0,110.0,0
21.1,198.0,9.19,148.0,112.0,0
21.1,197.0,9.18,150.0,111.0,0
21.1,193.0,9.38,149.0,109.0,0
21.1,196.0,9.14,150.0,110.0,0
21.1,195.0,9.44,146.0,111.0,0
21.1,194.0,9.41,147.0,109.0,0
21.1,193.0,9.38,149.0,110.0,0
21.1,197.0,9.18,150.0,111.0,0
21.1,210.0,9.56,155.0,130.0,0
21.1,215.0,10.08,152.0,132.0,0
21.1,218.0,10.51,150.0,129.0,0
21.1,212.0,9.59,157.0,131.0,0
21.1,213.0,10.37,154.0,133.0,0
21.1,214.0,10.4,153.0,132.0,0
21.1,209.0,9.5,156.0,129.0,0
21.1,220.0,10.58,149.0,128.0,0
21.1,211.0,10.31,155.0,130.0,0
21.1,217.0,10.49,151.0,131.0,0
21.1,214.0,10.4,154.0,132.0,0
21.1,208.0,10.22,158.0,128.0,0
21.1,216.0,10.47,152.0,130.0,0
21.1,209.0,9.51,157.0,129.0,0
21.1,213.0,10.37,154.0,131.0,0
21.1,215.0,10.43,153.0,132.0,0
21.1,210.0,9.54,156.0,129.0,0
21.1,212.0,10.34,155.0,130.0,0
21.1,217.0,10.49,151.0,131.0,0
21.1,209.0,9.51,157.0,128.0,0
21.1,214.0,10.4,154.0,132.0,0
21.1,213.0,10.37,154.0,131.0,0
21.1,215.0,10.44,152.0,132.0,0
21.1,210.0,9.54,156.0,130.0,0
21.1,211.0,10.32,155.0,131.0,0
21.1,209.0,9.51,157.0,129.0,0
42.2,650.7,15.23,155.0,125.0,2
42.2,656.8,15.3,153.0,124.0,9
42.2,648.3,15.15,157.0,126.0,2
42.2,655.0,15.27,154.0,124.0,9
42.2,652.5,15.23,155.0,125.0,9
42.2,645.2,15.12,156.0,125.0,2
42.2,662.4,15.36,152.0,123.0,9
42.2,649.5,15.18,156.0,125.0,2
42.2,651.2,15.19,155.0,124.0,2
42.2,648.0,15.15,157.0,124.0,2
42.2,660.3,15.35,152.0,123.0,9
